A002,IRKUT,A-002,G,P
RS12,RANS,S-12 Airaile,L,P
RS12,RANS,S-12 Super Airaile,L,P
RS12,RANS,Super Airaile,L,P
RS18,SPORTAVIA-PUTZER,RS-180 Sportsman,L,P
RS18,SPORTAVIA-PUTZER,Sportsman,L,P
RTA4,RTAF,Chandra,L,P
RTA4,RTAF,RTAF-4 Chandra,L,P
RUBI,SCINTEX,ML-250 Rubis,L,P
RUBI,SCINTEX,Rubis,L,P
RV10,VAN'S,RV-10,L,P
RV3,VAN'S,RV-3,L,P
RV4,VAN'S,RV-4,L,P
RV4T,VAN'S,RV-4T,L,T
RV6,AIEP,Air Beetle,L,P
RV6,AII,AVA-202,L,P
RV6,VAN'S,RV-6,L,P
RV7,VAN'S,RV-7,L,P
RV8,VAN'S,RV-8,L,P
RV9,VAN'S,RV-9,L,P
RVAL,ATLAS,CSH-2 Rooivalk,H,T
RVAL,ATLAS,Rooivalk,H,T
RVAL,DENEL,AH-2 Rooivalk,H,T
RVAL,DENEL,CSH-2 Rooivalk,H,T
RVAL,DENEL,Rooivalk,H,T
RW19,RAGWING,RW-19 Stork,L,P
RW19,RAGWING,Stork (RW-19),L,P
RW20,RAGWING,RW-20 Stork,L,P
RW20,RAGWING,Stork (RW-20),L,P
RW22,RAGWING,RW-22 Tiger Moth,L,P
RW22,RAGWING,Tiger Moth,L,P
RW26,RAGWING,RW-26 Special 2,L,P
RW26,RAGWING,Special 2,L,P
RW3,RHEIN,Multoplane,L,P
RW3,RHEIN,Passat,L,P
RW3,RHEIN,RW-3 Multoplane,L,P
RW3,RHEIN,RW-3 Passat,L,P
RW3,RHEIN-WEST-FLUG,Multoplane,L,P
RW3,RHEIN-WEST-FLUG,RW-3 Multoplane,L,P
RYST,RYAN,PT-20,L,P
RYST,RYAN,ST-A,L,P
RYST,RYAN,ST-M,L,P
RYST,RYAN,ST-R,L,P
RYST,RYAN,YPT-16,L,P
S05F,SIAI-MARCHETTI,S-205-18F,L,P
S05F,SIAI-MARCHETTI,S-205-20F,L,P
S05R,SIAI-MARCHETTI,S-205-18R,L,P
S05R,SIAI-MARCHETTI,S-205-20R,L,P
S05R,SIAI-MARCHETTI,S-205-22R,L,P
S1,ARCTIC,Arctic Tern,L,P
S1,ARCTIC,S-1 Arctic Tern,L,P
S1,CALLAIR,S-1,L,P
S1,INTERSTATE,Cadet,L,P
S1,INTERSTATE,L-6 Cadet,L,P
S1,INTERSTATE,S-1,L,P
S10,STINSON,105,L,P
S10,STINSON,10 Voyager,L,P
S10,STINSON,HW-75,L,P
S10,STINSON,HW-80,L,P
S10,STINSON,Voyager (10),L,P
S107,SPRATT,107,S,P
S108,PIPER,108 Station Wagon,L,P
S108,PIPER,108 Voyager,L,P
S108,PIPER,Station Wagon,L,P
S108,PIPER,Voyager,L,P
S108,STINSON,108 Station Wagon,L,P
S108,STINSON,108 Voyager,L,P
S108,STINSON,Station Wagon,L,P
S108,STINSON,Voyager (108),L,P
S10S,STEMME,Chrysalis,L,P
S10S,STEMME,S-10,L,P
S10S,STEMME,S-10 Chrysalis,L,P
S10S,STEMME,TG-11,L,P
S11,FOKKER,Instructor,L,P
S11,FOKKER,S-11 Instructor,L,P
S12,SPENCER,Air Car,A,P
S12,SPENCER,S-12 Air Car,A,P
S200,SIPA,Minijet,L,J
S200,SIPA,S-200 Minijet,L,J
S202,SGAU,S-202,A,P
S208,SIAI-MARCHETTI,S-208,L,P
S21,MACDONALD,S-21,L,P
S210,AEROSPATIALE,Caravelle,L,J
S210,AEROSPATIALE,SE-210 Caravelle,L,J
S210,SUD,Caravelle,L,J
S210,SUD,SE-210 Caravelle,L,J
S210,SUD,Tp85 Caravelle,L,J
S210,SUD-EST,Caravelle,L,J
S210,SUD-EST,SE-210 Caravelle,L,J
S211,PADC,S-211,L,J
S211,SIAI-MARCHETTI,S-211,L,J
S211,SINGAPORE,S-211,L,J
S223,CASA,223 Flamingo,L,P
S223,CASA,Flamingo,L,P
S223,HISPANO,223 Flamingo,L,P
S223,HISPANO,Flamingo,L,P
S223,MBB,223 Flamingo,L,P
S223,MBB,Flamingo,L,P
S223,MESSERSCHMITT-BOLKOW,223 Flamingo,L,P
S223,MESSERSCHMITT-BOLKOW,Flamingo,L,P
S223,SIAT,223 Flamingo,L,P
S223,SIAT,Flamingo,L,P
S274,IRGC,Shahed 274,H,T
S278,HESA,Shahed 278,H,T
S2P,CONAIR,Firecat,L,P
S2P,DE HAVILLAND CANADA,CS2F Tracker,L,P
S2P,DE HAVILLAND CANADA,S-2 Tracker,L,P
S2P,DE HAVILLAND CANADA,Tracker,L,P
S2P,GRUMMAN,G-89 Tracker,L,P
S2P,GRUMMAN,P-16 Tracker,L,P
S2P,GRUMMAN,S-2 Tracker,L,P
S2P,GRUMMAN,S2F Tracker,L,P
S2P,GRUMMAN,Tracker,L,P
S2T,CONAIR,Turbo Firecat,L,T
S2T,GRUMMAN,S-2 Turbo Tracker,L,T
S2T,GRUMMAN,Turbo Tracker,L,T
S2T,IAI,S-2UP Turbo Tracker,L,T
S2T,IAI,Turbo Tracker,L,T
S2T,IMP,P-16 Turbo Tracker,L,T
S2T,IMP,S-2 Turbo Tracker,L,T
S2T,IMP,Turbo Tracker,L,T
S2T,MARSH,TS-2F Turbo Tracker,L,T
S2T,MARSH,Turbo Tracker,L,T
S3,LOCKHEED,ES-3 Viking,L,J
S3,LOCKHEED,L-394 Viking,L,J
S3,LOCKHEED,S-3 Viking,L,J
S3,LOCKHEED,US-3 Viking,L,J
S3,LOCKHEED,Viking,L,J
S330,SCHWEIZER,330,H,T
S330,SCHWEIZER,333,H,T
S330,SCHWEIZER,269D 330,H,T
S330,SCHWEIZER,269D 333,H,T
S360,AEROSPATIALE,Dauphin,H,T
S360,AEROSPATIALE,SA-360 Dauphin,H,T
S360,AEROSPATIALE,SA-361 Dauphin,H,T
S37,SUKHOI,Berkut,L,J
S37,SUKHOI,S-37 Berkut,L,J
S37,SUKHOI,Su-47 Berkut,L,J
S38,SIKORSKY,S-38 Replica,A,P
S39,SIKORSKY,S-39,A,P
S4,ARCTIC,Privateer,L,P
S4,ARCTIC,S-4 Privateer,L,P
S400,SGAU,Kapitan,S,P
S400,SGAU,S-400 Kapitan,S,P
S45,PARTENAIR,Mystere,L,P
S45,PARTENAIR,S-45 Mystere,L,P
S51,SIKORSKY,H-5,H,P
S51,SIKORSKY,HO3S,H,P
S51,SIKORSKY,R-5,H,P
S51,SIKORSKY,S-51,H,P
S51D,STEWART,S-51D,L,P
S52,SIKORSKY,HO5S,H,P
S52,SIKORSKY,S-52,H,P
S52,VAT,Hummingbird,H,P
S55P,SIKORSKY,CH-19,H,P
S55P,SIKORSKY,Chickasaw,H,P
S55P,SIKORSKY,H-19,H,P
S55P,SIKORSKY,H-19 Chickasaw,H,P
S55P,SIKORSKY,HH-19,H,P
S55P,SIKORSKY,HO4S,H,P
S55P,SIKORSKY,HRS,H,P
S55P,SIKORSKY,S-55,H,P
S55P,SIKORSKY,S-55A,H,P
S55P,SIKORSKY,S-55C,H,P
S55P,SIKORSKY,UH-19,H,P
S55P,SIKORSKY,UH-19 Chickasaw,H,P
S55T,SIKORSKY,S-55T,H,T
S55T,VAT,Elite,H,T
S55T,WESTLAND,Whirlwind 3,H,T
S55T,WESTLAND,WS-55 Whirlwind 3,H,T
S58P,SIKORSKY,CH-34 Chocktaw,H,P
S58P,SIKORSKY,Chocktaw,H,P
S58P,SIKORSKY,HH-34 Seahorse,H,P
S58P,SIKORSKY,HSS-1 Seabat,H,P
S58P,SIKORSKY,HUS Seahorse,H,P
S58P,SIKORSKY,S-58,H,P
S58P,SIKORSKY,S-58B,H,P
S58P,SIKORSKY,S-58C,H,P
S58P,SIKORSKY,S-58D,H,P
S58P,SIKORSKY,Seabat,H,P
S58P,SIKORSKY,Seahorse,H,P
S58P,SIKORSKY,SH-34 Seabat,H,P
S58P,SIKORSKY,UH-34 Seahorse,H,P
S58P,SUD,S-58,H,P
S58T,SIKORSKY,S-58DT,H,T
S58T,SIKORSKY,S-58ET,H,T
S58T,SIKORSKY,S-58T,H,T
S601,AEROSPATIALE,Corvette,L,J
S601,AEROSPATIALE,SN-601 Corvette,L,J
S61,AGUSTA,AS-61A,H,T
S61,AGUSTA,AS-61N,H,T
S61,AGUSTA,ASH-61,H,T
S61,AGUSTA,SH-3,H,T
S61,HELIPRO,S-61 Shortsky,H,T
S61,HELIPRO,Shortsky,H,T
S61,MITSUBISHI,HSS-2,H,T
S61,MITSUBISHI,S-61A,H,T
S61,MITSUBISHI,S-61B,H,T
S61,SIKORSKY,CH-124 Sea King,H,T
S61,SIKORSKY,HS-9 Sea King,H,T
S61,SIKORSKY,HSS-2 Sea King,H,T
S61,SIKORSKY,Nuri,H,T
S61,SIKORSKY,S-61A,H,T
S61,SIKORSKY,S-61A Nuri,H,T
S61,SIKORSKY,S-61B,H,T
S61,SIKORSKY,S-61D,H,T
S61,SIKORSKY,S-61L,H,T
S61,SIKORSKY,S-61N,H,T
S61,SIKORSKY,Sea King,H,T
S61,SIKORSKY,SH-3 Sea King,H,T
S61,SIKORSKY,UH-3 Sea King,H,T
S61,SIKORSKY,VH-3 Sea King,H,T
S61,UNITED CANADA,CH-124 Sea King,H,T
S61,WESTLAND,Commando,H,T
S61,WESTLAND,Sea King,H,T
S61,WESTLAND,WS-61 Commando,H,T
S61,WESTLAND,WS-61 Sea King,H,T
S61R,AGUSTA,AS-61R,H,T
S61R,AGUSTA,HH-3,H,T
S61R,SIKORSKY,CH-3,H,T
S61R,SIKORSKY,HH-3,H,T
S61R,SIKORSKY,HH-3 Pelican,H,T
S61R,SIKORSKY,Pelican,H,T
S61R,SIKORSKY,S-61R,H,T
S62,SIKORSKY,HH-52 Seaguard,H,T
S62,SIKORSKY,S-62,H,T
S62,SIKORSKY,Seaguard,H,T
S64,SIKORSKY,CH-54 Tarhe,H,T
S64,SIKORSKY,S-64 Skycrane,H,T
S64,SIKORSKY,Skycrane,H,T
S64,SIKORSKY,Tarhe,H,T
S65C,AEROSPATIALE,Dauphin 2 (SA-365C),H,T
S65C,AEROSPATIALE,SA-365C Dauphin 2,H,T
S76,SIKORSKY,AUH-76,H,T
S76,SIKORSKY,Eagle,H,T
S76,SIKORSKY,H-76 Eagle,H,T
S76,SIKORSKY,HE-24,H,T
S76,SIKORSKY,S-76,H,T
S76,SIKORSKY,S-76 Spirit,H,T
S76,SIKORSKY,Spirit,H,T
S900,SIPA,S-901,L,P
S900,SIPA,S-902,L,P
S900,SIPA,S-903,L,P
S900,SIPA,S-904,L,P
S92,SIKORSKY,Helibus,H,T
S92,SIKORSKY,S-92 Helibus,H,T
SA02,K & S,Cavalier (SA-102.5),L,P
SA02,K & S,SA-102.5 Cavalier,L,P
SA03,K & S,Cavalier (SA-103),L,P
SA03,K & S,SA-103 Cavalier,L,P
SA04,K & S,Cavalier (SA-104),L,P
SA04,K & S,SA-104 Cavalier,L,P
SA05,K & S,SA-105 Super Cavalier,L,P
SA05,K & S,Super Cavalier,L,P
SA10,STOLP,SA-100 Starduster,L,P
SA10,STOLP,Starduster,L,P
SA11,STITS,Playmate,L,P
SA11,STITS,SA-11 Playmate,L,P
SA20,BERIEV,SA-20,A,P
SA3,STITS,Playboy,L,P
SA3,STITS,SA-3 Playboy,L,P
SA30,STOLP,SA-300 Starduster Too,L,P
SA30,STOLP,Starduster Too,L,P
SA37,SCHWEIZER,Condor,L,P
SA37,SCHWEIZER,RG-8 Condor,L,P
SA37,SCHWEIZER,SA-2-37A Condor,L,P
SA38,SCHWEIZER,RU-38 Twin Condor,L,P
SA38,SCHWEIZER,SA-2-38A Twin Condor,L,P
SA38,SCHWEIZER,Twin Condor,L,P
SA50,STOLP,SA-500 Starlet,L,P
SA50,STOLP,Starlet,L,P
SA6,STITS,Flut-R-Bug,L,P
SA6,STITS,SA-6 Flut-R-Bug,L,P
SA7,STITS,SA-7 Sky-Coupe,L,P
SA7,STITS,Sky-Coupe,L,P
SA70,STOLP,Acroduster,L,P
SA70,STOLP,SA-700 Acroduster,L,P
SA75,STOLP,Acroduster Too,L,P
SA75,STOLP,SA-750 Acroduster Too,L,P
SAB2,ARNET PEREYRA,Sabre 2,L,P
SAB2,KEUTHAN,Sabre 2,L,P
SACE,ACE,Super Ace,L,P
SACE,ACRO SPORT,Super Ace,L,P
SACE,CORBEN,Super Ace,L,P
SACE,POBER,Super Ace,L,P
SACR,SMITH,Acro Advanced,L,P
SAFF,HALSTED,Saffire,L,P
SAH1,FLS,Sprint,L,P
SAH1,TRAGO MILLS,SAH-1,L,P
SAKO,RANS,S-10 Sakota,L,P
SAKO,RANS,Sakota,L,P
SAND,SHORT,S-25 Sandringham,S,P
SAND,SHORT,Sandringham,S,P
SAPH,PIEL,CP-1320 Saphir,L,P
SAPH,PIEL,Saphir,L,P
SARA,NAL,Saras,L,T
SASP,SUPERMARINE AIRCRAFT,Spitfire Mk25,L,P
SASP,SUPERMARINE AIRCRAFT,Spitfire Mk26,L,P
SASY,PROTECH,ProStar,L,P
SASY,PROTECH,PT-2 ProStar,L,P
SASY,PROTECH,PT-2 Sassy,L,P
SASY,PROTECH,Sassy,L,P
SATA,CASA,HA-220 Super Saeta,L,J
SATA,CASA,Super Saeta,L,J
SATA,HISPANO,HA-200 Saeta,L,J
SATA,HISPANO,HA-220 Super Saeta,L,J
SATA,HISPANO,Saeta,L,J
SATA,HISPANO,Super Saeta,L,J
SB05,SAAB,105,L,J
SB05,SAAB,Sk60,L,J
SB20,SAAB,2000,L,T
SB29,SAAB,29,L,J
SB29,SAAB,J29,L,J
SB32,SAAB,32 Lansen,L,J
SB32,SAAB,J32 Lansen,L,J
SB32,SAAB,Lansen,L,J
SB35,SAAB,35 Draken,L,J
SB35,SAAB,Draken,L,J
SB35,SAAB,F-35 Draken,L,J
SB35,SAAB,J35 Draken,L,J
SB35,SAAB,RF-35 Draken,L,J
SB35,SAAB,Sk35 Draken,L,J
SB35,SAAB,TF-35 Draken,L,J
SB35,VALMET,35 Draken,L,J
SB35,VALMET,Draken,L,J
SB37,SAAB,37 Viggen,L,J
SB37,SAAB,AJ37 Viggen,L,J
SB37,SAAB,AJS37 Viggen,L,J
SB37,SAAB,JA37 Viggen,L,J
SB37,SAAB,SF37 Viggen,L,J
SB37,SAAB,SH37 Viggen,L,J
SB37,SAAB,Sk37 Viggen,L,J
SB37,SAAB,Viggen,L,J
SB39,SAAB,39 Gripen,L,J
SB39,SAAB,Gripen,L,J
SB39,SAAB,JAS39 Gripen,L,J
SB7,SEABIRD,SB-7 Seeker,L,P
SB7,SEABIRD,Seeker,L,P
SB91,DE SCHELDE,91 Safir,L,P
SB91,DE SCHELDE,Safir,L,P
SB91,DE SCHELDE,Sk50 Safir,L,P
SB91,SAAB,91 Safir,L,P
SB91,SAAB,Safir,L,P
SB91,SAAB,Sk50 Safir,L,P
SBD,DOUGLAS,A-24 Dauntless,L,P
SBD,DOUGLAS,Dauntless,L,P
SBD,DOUGLAS,SBD Dauntless,L,P
SBLS,SLIPSTREAM,SkyBlaster,L,P
SBM3,E & K,Kos,L,P
SBM3,E & K,SBM-03 Kos,L,P
SBR1,NORTH AMERICAN,CT-39 Sabreliner,L,J
SBR1,NORTH AMERICAN,NA-265 Sabreliner 40,L,J
SBR1,NORTH AMERICAN,NA-265 Sabreliner 50,L,J
SBR1,NORTH AMERICAN,NA-265 Sabreliner 60,L,J
SBR1,NORTH AMERICAN,NT-39 Sabreliner,L,J
SBR1,NORTH AMERICAN,Sabreliner,L,J
SBR1,NORTH AMERICAN,Sabreliner 40,L,J
SBR1,NORTH AMERICAN,Sabreliner 50,L,J
SBR1,NORTH AMERICAN,Sabreliner 60,L,J
SBR1,NORTH AMERICAN,T-39 Sabreliner,L,J
SBR1,NORTH AMERICAN,Tp86 Sabreliner,L,J
SBR1,NORTH AMERICAN ROCKWELL,CT-39 Sabreliner,L,J
SBR1,NORTH AMERICAN ROCKWELL,NA-265 Sabreliner 40,L,J
SBR1,NORTH AMERICAN ROCKWELL,NA-265 Sabreliner 60,L,J
SBR1,NORTH AMERICAN ROCKWELL,Sabre 40,L,J
SBR1,NORTH AMERICAN ROCKWELL,Sabre 60,L,J
SBR1,NORTH AMERICAN ROCKWELL,Sabreliner,L,J
SBR1,NORTH AMERICAN ROCKWELL,Sabreliner 40,L,J
SBR1,NORTH AMERICAN ROCKWELL,Sabreliner 60,L,J
SBR1,NORTH AMERICAN ROCKWELL,T-39 Sabreliner,L,J
SBR1,NORTH AMERICAN ROCKWELL,Tp86 Sabreliner,L,J
SBR1,ROCKWELL,NA-265 Sabre 40,L,J
SBR1,ROCKWELL,NA-265 Sabre 60,L,J
SBR1,ROCKWELL,NA-265 Sabre 65,L,J
SBR1,ROCKWELL,Sabre 40,L,J
SBR1,ROCKWELL,Sabre 60,L,J
SBR1,ROCKWELL,Sabre 65,L,J
SBR2,NORTH AMERICAN ROCKWELL,NA-265 Sabre 75,L,J
SBR2,NORTH AMERICAN ROCKWELL,Sabre 75,L,J
SBR2,ROCKWELL,NA-265 Sabre 75,L,J
SBR2,ROCKWELL,NA-265 Sabre 80,L,J
SBR2,ROCKWELL,Sabre 75,L,J
SBR2,ROCKWELL,Sabre 80,L,J
SC01,FFT,SC-01 Speed Canard,L,P
SC01,FFT,Speed Canard,L,P
SC01,GYROFLUG,SC-01 Speed Canard,L,P
SC01,GYROFLUG,Speed Canard,L,P
SC7,SHORT,SC-7 Skyliner,L,T
SC7,SHORT,SC-7 Skyvan,L,T
SC7,SHORT,Skyliner,L,T
SC7,SHORT,Skyvan,L,T
SCAM,AEROSPORT,Scamp,L,P
SCAM,AGRO-COPTEROS,Scamp,L,P
SCOM,SKYGEAR,Comet,L,P
SCOR,ROTORWAY,Scorpion,H,P
SCOU,WESTLAND,Scout,H,T
SCRO,AKAFLIEG MUNCHEN,Mü-30 Schlacro,L,P
SCRO,AKAFLIEG MUNCHEN,Schlacro,L,P
SCTR,FLAGLOR,Scooter,L,P
SCUB,AERO KUHLMANN,Scub,L,P
SCW1,SCWAL,101,L,P
SD26,SKYDANCER,SD-260,L,P
SDUS,STOLP,Super Starduster,L,P
SE5A,RAF,SE-5A,L,P
SE5A,RAF,SE-5A Replica,L,P
SE5R,REPLICA PLANS,SE-5A Replica,L,P
SEAT,SEAWIND,Turbine Seawind,A,T
SEAW,SEAWIND,Seawind,A,P
SERA,SERVOPLANT,Aerocraft,L,P
SEST,SEASTAR,SeaStar,A,T
SF2,HAPI,Cygnet,L,P
SF2,HAPI,SF-2 Cygnet,L,P
SF2,SISLER,Cygnet,L,P
SF2,SISLER,SF-2 Cygnet,L,P
SF2,VIKING,Cygnet,L,P
SF2,VIKING,SF-2 Cygnet,L,P
SF23,SCHEIBE,SF-23 Sperling,L,P
SF23,SCHEIBE,Sperling,L,P
SF24,SCHEIBE,Motorspatz,L,P
SF24,SCHEIBE,SF-24 Motorspatz,L,P
SF25,LORAVIA,Falke,L,P
SF25,LORAVIA,SF-25 Falke,L,P
SF25,SCHEIBE,Falke,L,P
SF25,SCHEIBE,Rotax Falke,L,P
SF25,SCHEIBE,SF-25 Falke,L,P
SF25,SCHEIBE,SF-25 Rotax Falke,L,P
SF25,SCHEIBE,SF-25 Super Falke,L,P
SF25,SCHEIBE,SF-25 Superschlepper,L,P
SF25,SCHEIBE,Super Falke,L,P
SF25,SCHEIBE,Superschlepper,L,P
SF25,SPORTAVIA-PUTZER,Falke,L,P
SF25,SPORTAVIA-PUTZER,SF-25 Falke,L,P
SF25,UMBRA,Falke,L,P
SF25,UMBRA,SF-25 Falke,L,P
SF25,VICKERS-SLINGSBY,T-61 Venture,L,P
SF25,VICKERS-SLINGSBY,Venture,L,P
SF27,SCHEIBE,SF-27M,L,P
SF28,SCHEIBE,SF-28 Tandem Falke,L,P
SF28,SCHEIBE,Tandem Falke,L,P
SF31,SPORTAVIA-PUTZER,Milan,L,P
SF31,SPORTAVIA-PUTZER,SFS-31 Milan,L,P
SF32,SCHEIBE,SF-32,L,P
SF34,SAAB,340,L,T
SF34,SAAB,Argus,L,T
SF34,SAAB,S100 Argus,L,T
SF34,SAAB,Tp100,L,T
SF34,SAAB-FAIRCHILD,SF-340,L,T
SF35,SCHEIBE,SF-35,L,P
SF36,SCHEIBE,SF-36,L,P
SG37,SCHWEIZER,SGM-2-37,L,P
SG37,SCHWEIZER,TG-7,L,P
SG92,TECHNOAVIA,SMG-92,L,T
SGUP,AERO SPACELINES,377SGT Super Guppy,L,T
SGUP,AERO SPACELINES,Super Guppy,L,T
SH33,SHORT,330,L,T
SH33,SHORT,C-23 Sherpa,L,T
SH33,SHORT,SD3-30,L,T
SH33,SHORT,Sherpa,L,T
SH36,SHORT,360,L,T
SH36,SHORT,SD3-60,L,T
SH4,SILVERCRAFT,SH-4,H,P
SH5,HARBIN,PS-5,S,T
SH5,HARBIN,SH-5,S,T
SHAC,AVRO,696 Shackleton,L,P
SHAC,AVRO,Shackleton,L,P
SHAK,FREEDOM MASTER,Air Shark,A,P
SHAK,FREEDOM MASTER,FM-2 Air Shark,A,P
SHAW,ARMSTRONG WHITWORTH,Sea Hawk,L,J
SHAW,HAWKER,Sea Hawk,L,J
SHEK,RANS,S-16 Shekari,L,P
SHEK,RANS,Shekari,L,P
SHER,SHERPA,Sherpa,L,P
SHIP,Generic,Airship,N,N
SHOE,MERCURY,Shoestring,L,P
SHOP,SALVAY-STARK,Skyhopper,L,P
SIDE,SMYTH,S Sidewinder,L,P
SIDE,SMYTH,Sidewinder,L,P
SILH,LUNDS TEKNISKE,SA-60 Silhouette,L,P
SILH,LUNDS TEKNISKE,Silhouette,L,P
SILH,SILHOUETTE,SA-60 Silhouette,L,P
SILH,SILHOUETTE,Silhouette,L,P
SIR2,RHEIN,Sirius 2,L,P
SJ30,SINO SWEARINGEN,SJ-30,L,J
SJ30,SWEARINGEN,SJ-30,L,J
SK70,STARKRAFT,SK-700,L,P
SKAR,III,Sky Arrow,L,P
SKIF,AEROLITES,AeroSkiff,A,P
SKIM,COLONIAL,C-1 Skimmer,A,P
SKIM,COLONIAL,C-2 Skimmer,A,P
SKIM,COLONIAL,Skimmer,A,P
SKRA,BEST OFF,Sky Ranger,L,P
SKRA,SYNAIRGIE,Sky Ranger,L,P
SKYO,SKYOTE AEROMARINE,Skyote,L,P
SKYR,COMMONWEALTH,185 Skyranger,L,P
SKYR,COMMONWEALTH,Skyranger,L,P
SKYR,REARWIN,175 Skyranger,L,P
SKYR,REARWIN,180 Skyranger,L,P
SKYR,REARWIN,Skyranger,L,P
SL1,STAR-LITE,SL-1 Star-Lite,L,P
SL1,STAR-LITE,Star-Lite,L,P
SL39,MAPO,SL-39,L,P
SL90,AVIOTECHNICA,Leshii,L,P
SL90,AVIOTECHNICA,SL-90 Leshii,L,P
SL90,INTERAVIA,I-1,L,P
SL90,MAPO,I-1,L,P
SM01,STERN-MALLICK,SM-01 Vega,L,P
SM01,STERN-MALLICK,Vega,L,P
SM19,SIAI-MARCHETTI,SM-1019,L,T
SM60,STINSON,SM-6000 Tri-Motor,L,P
SM60,STINSON,T Tri-Motor,L,P
SM60,STINSON,Tri-Motor (SM-6000/T),L,P
SM92,MORAVAN,Rhino,L,P
SM92,MORAVAN,Z-400 Rhino,L,P
SM92,TECHNOAVIA,Finist,L,P
SM92,TECHNOAVIA,SM-92 Finist,L,P
SMB2,DASSAULT,Super Mystère B2,L,J
SNAD,CALUMET,636 Snobird Adventurer,G,P
SNAD,CALUMET,Snobird Adventurer,G,P
SNAD,SNOBIRD,636 Snobird Adventurer,G,P
SNAD,SNOBIRD,Snobird Adventurer,G,P
SNOS,VSR,Snoshoo,L,P
SNOS,VSR,SR-1 Snoshoo,L,P
SNS2,SORRELL,Guppy,L,P
SNS2,SORRELL,SNS-2 Guppy,L,P
SNS7,SORRELL,Hiperbipe,L,P
SNS7,SORRELL,SNS-7 Hiperbipe,L,P
SNS9,SORRELL,EXP-2,L,P
SNS9,SORRELL,SNS-9 EXP-2,L,P
SOK2,SOKO,2,L,P
SOKL,MRAZ,M-1 Sokol,L,P
SOKL,MRAZ,Sokol,L,P
SOLI,RUTAN,77 Solitaire,L,P
SOLI,RUTAN,Solitaire,L,P
SONX,SONEX,Sonex,L,P
SP18,LUSCOMBE,11E,L,P
SP18,LUSCOMBE,11E Spartan 185,L,P
SP18,LUSCOMBE,Spartan 185,L,P
SP20,MICCO,SP-20,L,P
SP20,MICCO,SP-26,L,P
SP20,NEW MEYERS,SP-20,L,P
SP55,TECHNOAVIA,SP-55,L,P
SP6E,SAUSER,P-6E Replica,L,P
SP7,SPARTAN,7 Executive,L,P
SP7,SPARTAN,Executive,L,P
SP7,SPARTAN,UC-71 Executive,L,P
SP91,TECHNOAVIA,Slava,L,P
SP91,TECHNOAVIA,SP-91 Slava,L,P
SP95,TECHNOAVIA,SP-95,L,P
SPA2,STARK-TREFETHEN,Sport-Aire 2,L,P
SPC2,SPECTER,Specter 2,L,P
SPEL,LOEHLE,Spitfire Elite,L,P
SPGY,AIRCRAFT DESIGNS,Sportster Gyro,G,P
SPHA,AMERICAN AUTOGYRO,SparrowHawk,G,P
SPIR,QUESTAIR,Spirit,L,P
SPIT,SUPERMARINE,Seafire,L,P
SPIT,SUPERMARINE,Spitfire,L,P
SPOR,AMAX,Sport 1700,L,P
SPR2,CARLSON,Sparrow 2,L,P
SPR2,CARLSON,Sparrow-ette,L,P
SPRT,PRACTAVIA,Sprite,L,P
SPST,REARWIN,7000 Sportster,L,P
SPST,REARWIN,8500 Sportster,L,P
SPST,REARWIN,9000 Sportster,L,P
SPST,REARWIN,Sportster,L,P
SPT1,SPITFIRE,Mark 1,L,P
SQ2T,GLASSIC,SQ-2000,L,P
SQ2T,KLS COMPOSITES,SQ-2000,L,P
SQES,INNOVATION,SkyQuest,L,P
SQES,SLIPSTREAM,SkyQuest,L,P
SR20,CIRRUS,SR-20,L,P
SR22,CIRRUS,SR-22,L,P
SR71,LOCKHEED,Blackbird,L,J
SR71,LOCKHEED,SR-71 Blackbird,L,J
SRAC,SPORT RACER,Sport Racer,L,P
SRAI,GREAT PLAINS,Sonerai,L,P
SRAI,MONNETT,Sonerai,L,P
SRAS,D'APUZZO,D-260 Senior Aero Sport,L,P
SRAS,D'APUZZO,D-295 Senior Aero Sport,L,P
SRAS,D'APUZZO,PJ-260 Senior Aero Sport,L,P
SRAS,D'APUZZO,Senior Aero Sport,L,P
SREY,PROGRESSIVE AERODYNE,SeaRey,A,P
SS2P,AERO COMMANDER,Ag Commander (S-2),L,P
SS2P,AERO COMMANDER,S-2 Ag Commander,L,P
SS2P,AYRES,Bull Thrush,L,P
SS2P,AYRES,S-2R-600 Thrush,L,P
SS2P,AYRES,S-2R-R1340 Thrush,L,P
SS2P,AYRES,S-2R-R1820 Bull Thrush,L,P
SS2P,AYRES,S-2R-R3S Thrush,L,P
SS2P,AYRES,Thrush,L,P
SS2P,NORTH AMERICAN ROCKWELL,Ag Commander,L,P
SS2P,NORTH AMERICAN ROCKWELL,S-2 Ag Commander,L,P
SS2P,NORTH AMERICAN ROCKWELL,S-2 Thrush Commander,L,P
SS2P,NORTH AMERICAN ROCKWELL,Thrush Commander,L,P
SS2P,ROCKWELL,S-2 Thrush Commander,L,P
SS2P,ROCKWELL,Thrush Commander,L,P
SS2P,SERV-AERO,S-2 Thrush (piston conversions),L,P
SS2P,SERV-AERO,Thrush (piston conversions),L,P
SS2P,SNOW,S-2,L,P
SS2T,AYRES,S-2R-G Turbo Thrush,L,T
SS2T,AYRES,S-2R-T Turbo Thrush,L,T
SS2T,AYRES,Turbo Thrush (S-2R),L,T
SS2T,AYRES,V-1 Vigilante,L,T
SS2T,AYRES,Vigilante,L,T
